14072	1774	8.11021700921402e-06
14072	2692	1.7928090317809812e-05
14072	4024	1.8539223741567227e-08
14072	631	1.3320925686203317e-05
14072	9494	9.269611870783613e-08
14072	2669	1.7612262554488866e-07
14072	12031	1.6827594305966154e-05
14072	3447	5.317047443455985e-06
1774	8956	2.0928359449917815e-05
1774	13275	4.524647879300754e-05
1774	8297	1.817256371344702e-05
1774	9186	1.3440937212636238e-07
1774	12247	1.8539223741567227e-07
66	14073	9.269611870783613e-09
66	14329	9.269611870783613e-09
66	12702	9.269611870783613e-09
14074	777	1.5990080477101733e-07
14075	214	0.0005297111978882737
214	14206	4.274063540087145e-05
214	14268	4.163909652355999e-05
214	14462	4.163909652355999e-05
214	13207	4.2630944993733835e-05
214	11600	4.1648366135430776e-05
214	8303	4.1629826911689205e-05
214	14075	9.640396345614958e-07
214	9360	0.00012728397597482218
214	11906	4.1620557299818426e-05
214	10404	4.1648366135430776e-05
214	13804	9.80415948866547e-07
214	13059	4.1648366135430776e-05
14076	777	9.269611870783613e-09
14077	669	5.561767122470168e-08
14077	31	5.561767122470168e-08
14077	88	1.8307483444797643e-06
14077	10189	1.1123534244940336e-07
14077	27	9.832175691346844e-05
14077	1	8.276474578822486e-05
14078	72	9.269611870783613e-09
12447	14079	1.5280955168986788e-05
12447	14101	1.5276320363051395e-05
14079	308	4.579188264167106e-05
14079	12447	2.0527555487850313e-05
490	14080	1.2978708359636352e-05
490	14131	0.00020527555487850313
490	14083	4.1055110975700627e-05
490	14221	4.312565535107578e-05
490	8319	4.1055110975700627e-05
490	14046	4.5504230400283996e-06
490	12609	7.825117701303316e-06
490	13685	3.1301237094698296e-05
490	13270	4.1064380587571405e-05
490	9667	0.000986706034740004
490	8997	4.1064380587571405e-05
490	8637	0.0006499397514473234
490	13650	4.1064380587571405e-05
490	13030	4.1064380587571405e-05
490	8619	8.470244709476722e-06
490	10490	0.0002665800650234377
490	13267	4.1064380587571405e-05
14080	490	0.0005418549641903719
11109	14081	9.269611870783613e-09
11109	10273	2.780883561235084e-08
14082	9859	9.269611870783613e-09
14082	7399	2.780883561235084e-08
14082	2657	3.053410150236122e-05
14082	4051	9.269611870783613e-09
14082	72	9.269611870783613e-09
14082	3371	9.269611870783613e-09
14083	490	3.0543371114232005e-05
759	14084	3.002692131000263e-07
759	7775	4.9437929977512605e-08
759	7855	2.595491323819412e-07
759	11122	1.297745661909706e-07
14084	57	1.7357487792229937e-06
14084	14084	0.0
14084	2658	7.836990881274177e-06
2204	14085	1.8539223741567227e-08
2204	14245	1.8539223741567227e-08
14086	8567	0.00041338460854146883
14086	72	9.583352580256289e-08
14086	1077	4.1064380587571405e-05
14086	82	2.2062284024769117e-05
14086	9857	9.438922521952094e-05
8567	14086	1.8888513464234436e-07
8567	490	0.00017752897998591198
8567	646	0.0001880802519151319
8567	987	6.162361275776221e-06
8567	210	1.3718915216237472e-06
8567	280	2.980952684112828e-07
8567	13	2.8407366042475828e-05
8567	982	8.35037536026424e-07
5161	14087	7.459830505535384e-08
5161	13859	5.561767122470168e-08
5161	13056	3.8005408670212813e-07
5161	9695	6.95220890308771e-08
5161	9916	3.0126238580046743e-05
5161	8474	1.5450434572690946e-05
5161	11566	1.5449971092097408e-05
5161	12703	2.780883561235084e-08
14087	72	2.8250245701435773e-08
14087	6097	3.7078447483134454e-08
120	14088	3.3853451619922275e-05
120	14095	4.104584136382984e-05
120	14128	4.1064380587571405e-05
120	14254	8.209168272765968e-05
120	14308	3.734259879616949e-05
120	14326	9.955858034372521e-05
120	14366	4.1016708297950234e-05
120	14461	4.1064380587571405e-05
120	14171	7.042337838237295e-05
120	14369	0.0018621846889098435
120	14167	3.485088921126807e-05
120	9470	0.0006844307806621956
120	7526	3.483466739049419e-05
120	10247	0.0001025899260796641
120	10438	0.0019279536893830505
120	8381	4.1064380587571405e-05
120	14027	4.1064380587571405e-05
120	10550	1.8452163462504785e-05
120	13615	4.1064380587571405e-05
120	14443	5.862628301692631e-05
120	14420	0.0008108358543709328
120	14234	0.0017319438684391232
120	9535	3.485088921126807e-05
120	13391	4.1064380587571405e-05
120	12679	8.212876117514281e-05
120	13622	8.297578006775652e-05
120	7794	0.006304959030549536
120	13234	4.1064380587571405e-05
120	10367	0.0032473277138163835
120	14255	1.316062709239767e-05
120	14410	3.485088921126807e-05
120	13530	4.1064380587571405e-05
120	8701	5.8612378599120134e-05
120	7732	0.0005988741461249844
120	12237	3.603900479341837e-05
120	13653	4.1064380587571405e-05
120	13827	4.1064380587571405e-05
120	8503	0.008897551549562536
120	13972	4.1064380587571405e-05
120	11611	4.1064380587571405e-05
120	13644	4.1055110975700627e-05
120	10841	4.1064380587571405e-05
120	14081	3.485088921126807e-05
120	12918	4.1055110975700627e-05
120	10710	3.484161959939728e-05
120	11093	5.6475744771700235e-05
120	8911	0.002346004715383154
120	12711	4.1064380587571405e-05
120	7771	0.0001706728789503758
120	14117	0.00013488253914069204
120	8120	3.485088921126807e-05
120	12487	2.0514427149842393e-05
120	9053	0.0002906331158308961
120	10818	3.688861442931927e-05
120	12904	4.1064380587571405e-05
8698	14089	1.8539223741567227e-08
8698	1405	9.269611870783613e-09
8698	2698	3.015868222159448e-05
8698	6906	4.634805935391807e-08
8698	9837	5.561767122470168e-08
8698	1644	4.959242350869233e-07
14089	777	1.8539223741567227e-08
